,Pocket Cards,Pair,Suited,Connected,Win Pct1,Win Pct2,Win Pct3,Win Pct4,Win Pct5,Win Pct6,Win Pct7,Win Pct8
625,"[(3, 'Spade'), (6, 'Heart')]",False,False,False,48.0,28.999999999999996,21.0,11.0,14.000000000000002,10.0,9.0,4.0
626,"[(3, 'Club'), (6, 'Spade')]",False,False,False,49.0,26.0,22.0,15.0,12.0,14.000000000000002,6.0,5.0
627,"[(3, 'Diamond'), (7, 'Diamond')]",False,True,False,53.0,24.0,14.000000000000002,17.0,13.0,22.0,12.0,11.0
628,"[(3, 'Spade'), (8, 'Spade')]",False,True,False,45.0,27.0,17.0,13.0,22.0,9.0,18.0,13.0
629,"[(13, 'Spade'), (13, 'Club')]",True,False,False,88.0,72.0,52.0,53.0,45.0,39.0,30.0,27.0
630,"[(3, 'Heart'), (14, 'Diamond')]",False,False,False,55.00000000000001,45.0,32.0,23.0,21.0,12.0,17.0,15.0
631,"[(3, 'Club'), (14, 'Diamond')]",False,False,False,51.0,40.0,35.0,24.0,18.0,21.0,15.0,11.0
632,"[(2, 'Club'), (7, 'Heart')]",False,False,False,41.0,22.0,18.0,16.0,13.0,8.0,7.000000000000001,9.0
633,"[(4, 'Spade'), (14, 'Diamond')]",False,False,False,59.0,41.0,18.0,20.0,17.0,18.0,10.0,17.0
634,"[(7, 'Club'), (8, 'Spade')]",False,False,True,52.0,39.0,20.0,21.0,15.0,9.0,15.0,14.000000000000002
635,"[(5, 'Heart'), (13, 'Heart')]",False,True,False,60.0,38.0,38.0,14.000000000000002,11.0,18.0,12.0,14.000000000000002
636,"[(2, 'Spade'), (5, 'Heart')]",False,False,False,33.0,23.0,18.0,15.0,8.0,10.0,9.0,14.000000000000002
637,"[(4, 'Club'), (9, 'Spade')]",False,False,False,43.0,21.0,23.0,13.0,15.0,12.0,8.0,8.0
638,"[(8, 'Spade'), (10, 'Club')]",False,False,False,48.0,31.0,19.0,25.0,21.0,15.0,11.0,13.0
639,"[(2, 'Heart'), (6, 'Club')]",False,False,False,39.0,28.999999999999996,16.0,11.0,10.0,13.0,8.0,7.000000000000001
640,"[(2, 'Heart'), (12, 'Heart')]",False,True,False,56.99999999999999,35.0,27.0,24.0,14.000000000000002,20.0,18.0,20.0
641,"[(8, 'Heart'), (9, 'Diamond')]",False,False,True,61.0,40.0,31.0,20.0,18.0,18.0,13.0,14.000000000000002
642,"[(4, 'Spade'), (4, 'Heart')]",True,False,False,62.0,40.0,34.0,27.0,16.0,17.0,10.0,13.0
643,"[(3, 'Club'), (13, 'Spade')]",False,False,False,53.0,39.0,21.0,21.0,22.0,15.0,8.0,10.0
644,"[(3, 'Heart'), (6, 'Club')]",False,False,False,35.0,25.0,24.0,9.0,11.0,11.0,9.0,8.0
645,"[(6, 'Heart'), (11, 'Diamond')]",False,False,False,54.0,26.0,25.0,22.0,17.0,11.0,21.0,4.0
646,"[(3, 'Diamond'), (7, 'Spade')]",False,False,False,43.0,24.0,14.000000000000002,14.000000000000002,16.0,8.0,6.0,8.0
647,"[(10, 'Diamond'), (13, 'Club')]",False,False,False,61.0,52.0,36.0,35.0,25.0,22.0,20.0,20.0
648,"[(4, 'Spade'), (11, 'Club')]",False,False,False,51.0,33.0,27.0,18.0,15.0,14.000000000000002,19.0,6.0
649,"[(12, 'Heart'), (14, 'Club')]",False,False,False,57.99999999999999,55.00000000000001,37.0,38.0,28.000000000000004,21.0,22.0,19.0
650,"[(5, 'Club'), (10, 'Diamond')]",False,False,False,53.0,34.0,23.0,18.0,13.0,13.0,13.0,9.0
651,"[(2, 'Spade'), (12, 'Club')]",False,False,False,47.0,25.0,26.0,19.0,16.0,15.0,11.0,14.000000000000002
652,"[(3, 'Spade'), (5, 'Club')]",False,False,False,35.0,22.0,25.0,15.0,14.000000000000002,16.0,5.0,15.0
653,"[(7, 'Club'), (14, 'Spade')]",False,False,False,61.0,47.0,28.000000000000004,26.0,28.000000000000004,14.000000000000002,14.000000000000002,22.0
654,"[(9, 'Club'), (11, 'Heart')]",False,False,False,59.0,47.0,28.999999999999996,24.0,17.0,19.0,11.0,14.000000000000002
655,"[(10, 'Spade'), (12, 'Heart')]",False,False,False,56.00000000000001,47.0,31.0,32.0,20.0,22.0,16.0,14.000000000000002
656,"[(5, 'Heart'), (8, 'Heart')]",False,True,False,43.0,32.0,24.0,27.0,22.0,19.0,12.0,15.0
657,"[(7, 'Spade'), (14, 'Heart')]",False,False,False,66.0,41.0,25.0,28.000000000000004,24.0,18.0,16.0,16.0
658,"[(4, 'Club'), (7, 'Heart')]",False,False,False,42.0,25.0,21.0,13.0,13.0,15.0,12.0,8.0
659,"[(3, 'Heart'), (13, 'Diamond')]",False,False,False,56.00000000000001,33.0,21.0,18.0,18.0,13.0,13.0,15.0
660,"[(12, 'Heart'), (13, 'Club')]",False,False,True,62.0,36.0,31.0,24.0,28.000000000000004,23.0,25.0,22.0
661,"[(2, 'Heart'), (7, 'Diamond')]",False,False,False,39.0,22.0,14.000000000000002,11.0,5.0,9.0,8.0,10.0
662,"[(5, 'Spade'), (9, 'Spade')]",False,True,False,44.0,37.0,30.0,28.000000000000004,26.0,15.0,12.0,10.0
663,"[(2, 'Club'), (10, 'Heart')]",False,False,False,46.0,28.000000000000004,20.0,17.0,18.0,13.0,5.0,11.0
664,"[(6, 'Heart'), (10, 'Club')]",False,False,False,46.0,32.0,19.0,21.0,6.0,17.0,11.0,7.000000000000001
665,"[(11, 'Diamond'), (12, 'Club')]",False,False,True,54.0,39.0,28.999999999999996,28.000000000000004,20.0,28.999999999999996,17.0,16.0
666,"[(4, 'Diamond'), (11, 'Club')]",False,False,False,42.0,35.0,30.0,14.000000000000002,18.0,12.0,10.0,5.0
667,"[(2, 'Diamond'), (6, 'Diamond')]",False,True,False,42.0,31.0,22.0,20.0,15.0,11.0,14.000000000000002,15.0
668,"[(3, 'Diamond'), (4, 'Heart')]",False,False,True,47.0,22.0,18.0,10.0,14.000000000000002,13.0,7.000000000000001,13.0
669,"[(2, 'Heart'), (8, 'Club')]",False,False,False,39.0,23.0,15.0,18.0,8.0,12.0,2.0,5.0
670,"[(2, 'Spade'), (14, 'Heart')]",False,False,True,62.0,47.0,31.0,27.0,23.0,17.0,12.0,14.000000000000002
671,"[(6, 'Club'), (14, 'Club')]",False,True,False,69.0,39.0,34.0,25.0,24.0,27.0,24.0,21.0
672,"[(13, 'Club'), (14, 'Heart')]",False,False,True,70.0,56.99999999999999,42.0,31.0,31.0,31.0,19.0,21.0
673,"[(6, 'Club'), (12, 'Diamond')]",False,False,False,56.00000000000001,40.0,32.0,18.0,16.0,11.0,16.0,3.0
674,"[(3, 'Diamond'), (14, 'Spade')]",False,False,False,59.0,34.0,26.0,25.0,18.0,16.0,18.0,12.0
675,"[(5, 'Spade'), (12, 'Club')]",False,False,False,46.0,31.0,16.0,21.0,19.0,13.0,5.0,10.0
676,"[(5, 'Heart'), (14, 'Club')]",False,False,False,63.0,34.0,24.0,27.0,13.0,17.0,20.0,18.0
677,"[(5, 'Spade'), (9, 'Club')]",False,False,False,41.0,24.0,21.0,19.0,17.0,12.0,11.0,11.0
678,"[(7, 'Club'), (11, 'Heart')]",False,False,False,46.0,34.0,26.0,23.0,10.0,12.0,9.0,10.0
679,"[(6, 'Diamond'), (10, 'Diamond')]",False,True,False,59.0,34.0,21.0,22.0,15.0,15.0,17.0,10.0
680,"[(4, 'Spade'), (11, 'Diamond')]",False,False,False,50.0,39.0,18.0,17.0,14.000000000000002,7.000000000000001,18.0,8.0
681,"[(8, 'Diamond'), (12, 'Heart')]",False,False,False,54.0,31.0,23.0,25.0,17.0,17.0,10.0,14.000000000000002
682,"[(13, 'Club'), (14, 'Diamond')]",False,False,True,59.0,45.0,37.0,33.0,38.0,22.0,20.0,24.0
683,"[(7, 'Spade'), (11, 'Club')]",False,False,False,48.0,45.0,28.999999999999996,20.0,25.0,13.0,14.000000000000002,11.0
684,"[(3, 'Heart'), (14, 'Heart')]",False,True,False,63.0,43.0,32.0,26.0,25.0,21.0,16.0,24.0
685,"[(5, 'Diamond'), (7, 'Diamond')]",False,True,False,46.0,34.0,31.0,23.0,21.0,20.0,16.0,15.0
686,"[(4, 'Club'), (9, 'Diamond')]",False,False,False,48.0,25.0,14.000000000000002,11.0,11.0,8.0,14.000000000000002,8.0
687,"[(2, 'Club'), (4, 'Club')]",False,True,False,47.0,28.999999999999996,25.0,15.0,17.0,8.0,11.0,14.000000000000002
688,"[(3, 'Club'), (4, 'Heart')]",False,False,True,41.0,24.0,25.0,12.0,12.0,9.0,9.0,6.0
689,"[(11, 'Club'), (12, 'Diamond')]",False,False,True,63.0,36.0,31.0,24.0,32.0,27.0,21.0,6.0
690,"[(4, 'Diamond'), (12, 'Diamond')]",False,True,False,49.0,37.0,28.000000000000004,20.0,27.0,17.0,16.0,12.0
691,"[(2, 'Spade'), (13, 'Club')]",False,False,False,50.0,33.0,27.0,12.0,16.0,11.0,13.0,10.0
692,"[(7, 'Heart'), (13, 'Heart')]",False,True,False,61.0,32.0,28.999999999999996,24.0,19.0,30.0,9.0,22.0
693,"[(4, 'Heart'), (14, 'Heart')]",False,True,False,62.0,47.0,28.999999999999996,30.0,18.0,24.0,14.000000000000002,16.0
694,"[(9, 'Club'), (12, 'Spade')]",False,False,False,51.0,59.0,30.0,27.0,21.0,13.0,18.0,15.0
695,"[(6, 'Spade'), (8, 'Spade')]",False,True,False,42.0,33.0,28.000000000000004,28.999999999999996,23.0,15.0,18.0,20.0
696,"[(4, 'Heart'), (8, 'Diamond')]",False,False,False,53.0,30.0,23.0,17.0,11.0,8.0,11.0,6.0
697,"[(2, 'Club'), (9, 'Club')]",False,True,False,42.0,28.999999999999996,27.0,16.0,13.0,15.0,17.0,13.0
698,"[(8, 'Diamond'), (11, 'Club')]",False,False,False,51.0,33.0,18.0,18.0,13.0,11.0,14.000000000000002,16.0
699,"[(12, 'Heart'), (12, 'Diamond')]",True,False,False,85.0,70.0,59.0,47.0,50.0,30.0,25.0,24.0
700,"[(4, 'Heart'), (4, 'Club')]",True,False,False,62.0,32.0,27.0,26.0,19.0,24.0,18.0,10.0
701,"[(3, 'Diamond'), (12, 'Heart')]",False,False,False,49.0,30.0,23.0,16.0,14.000000000000002,13.0,9.0,9.0
702,"[(9, 'Club'), (12, 'Club')]",False,True,False,62.0,47.0,30.0,35.0,23.0,16.0,12.0,22.0
703,"[(5, 'Club'), (7, 'Spade')]",False,False,False,56.99999999999999,28.999999999999996,18.0,25.0,20.0,13.0,4.0,11.0
704,"[(3, 'Club'), (7, 'Diamond')]",False,False,False,52.0,22.0,14.000000000000002,14.000000000000002,8.0,15.0,8.0,8.0
705,"[(4, 'Heart'), (10, 'Diamond')]",False,False,False,49.0,27.0,23.0,17.0,14.000000000000002,17.0,8.0,7.000000000000001
706,"[(2, 'Spade'), (6, 'Diamond')]",False,False,False,32.0,31.0,15.0,13.0,17.0,7.000000000000001,6.0,10.0
707,"[(12, 'Club'), (14, 'Spade')]",False,False,False,56.00000000000001,49.0,38.0,27.0,25.0,21.0,28.000000000000004,22.0
708,"[(7, 'Diamond'), (7, 'Club')]",True,False,False,66.0,44.0,40.0,28.000000000000004,22.0,26.0,20.0,17.0
709,"[(6, 'Diamond'), (8, 'Diamond')]",False,True,False,55.00000000000001,38.0,28.999999999999996,20.0,11.0,14.000000000000002,23.0,8.0
710,"[(11, 'Heart'), (14, 'Diamond')]",False,False,False,68.0,51.0,37.0,32.0,28.000000000000004,17.0,20.0,23.0
711,"[(3, 'Club'), (6, 'Heart')]",False,False,False,34.0,32.0,22.0,17.0,18.0,12.0,8.0,12.0
712,"[(7, 'Heart'), (12, 'Diamond')]",False,False,False,52.0,34.0,21.0,20.0,14.000000000000002,16.0,10.0,9.0
713,"[(3, 'Diamond'), (9, 'Heart')]",False,False,False,47.0,23.0,21.0,6.0,11.0,8.0,7.000000000000001,6.0
714,"[(6, 'Diamond'), (8, 'Heart')]",False,False,False,48.0,24.0,22.0,17.0,9.0,16.0,15.0,11.0
715,"[(4, 'Heart'), (11, 'Diamond')]",False,False,False,56.99999999999999,27.0,21.0,15.0,16.0,8.0,13.0,13.0
716,"[(2, 'Club'), (8, 'Spade')]",False,False,False,31.0,30.0,13.0,14.000000000000002,14.000000000000002,11.0,12.0,9.0
717,"[(6, 'Spade'), (7, 'Spade')]",False,True,True,56.00000000000001,37.0,28.999999999999996,21.0,19.0,18.0,18.0,18.0
718,"[(14, 'Heart'), (14, 'Club')]",True,False,False,84.0,70.0,56.00000000000001,54.0,51.0,44.0,40.0,38.0
719,"[(2, 'Diamond'), (10, 'Club')]",False,False,False,43.0,37.0,22.0,19.0,14.000000000000002,8.0,10.0,5.0
720,"[(9, 'Club'), (11, 'Diamond')]",False,False,False,55.00000000000001,28.999999999999996,27.0,23.0,21.0,15.0,14.000000000000002,21.0
721,"[(9, 'Spade'), (11, 'Spade')]",False,True,False,64.0,37.0,27.0,27.0,25.0,17.0,18.0,20.0
722,"[(2, 'Heart'), (9, 'Heart')]",False,True,False,38.0,23.0,19.0,26.0,21.0,14.000000000000002,17.0,8.0
723,"[(10, 'Spade'), (11, 'Spade')]",False,True,True,61.0,44.0,39.0,27.0,33.0,28.000000000000004,14.000000000000002,15.0
724,"[(3, 'Club'), (6, 'Diamond')]",False,False,False,33.0,30.0,19.0,14.000000000000002,10.0,10.0,8.0,11.0
725,"[(4, 'Spade'), (8, 'Heart')]",False,False,False,35.0,28.999999999999996,23.0,15.0,14.000000000000002,11.0,3.0,12.0
726,"[(11, 'Spade'), (12, 'Heart')]",False,False,True,60.0,35.0,31.0,23.0,23.0,20.0,17.0,28.000000000000004
727,"[(4, 'Spade'), (6, 'Diamond')]",False,False,False,41.0,36.0,18.0,15.0,14.000000000000002,12.0,13.0,11.0
728,"[(4, 'Spade'), (5, 'Diamond')]",False,False,True,47.0,27.0,16.0,26.0,14.000000000000002,12.0,14.000000000000002,11.0
729,"[(6, 'Heart'), (13, 'Heart')]",False,True,False,56.99999999999999,40.0,33.0,36.0,17.0,23.0,18.0,17.0
730,"[(2, 'Diamond'), (7, 'Heart')]",False,False,False,37.0,26.0,26.0,10.0,7.000000000000001,8.0,9.0,3.0
731,"[(8, 'Spade'), (14, 'Club')]",False,False,False,65.0,37.0,28.999999999999996,33.0,25.0,16.0,20.0,17.0
732,"[(8, 'Heart'), (11, 'Heart')]",False,True,False,52.0,36.0,37.0,31.0,18.0,21.0,7.000000000000001,22.0
733,"[(3, 'Spade'), (11, 'Spade')]",False,True,False,60.0,35.0,28.000000000000004,22.0,23.0,15.0,11.0,14.000000000000002
734,"[(9, 'Club'), (11, 'Club')]",False,True,False,66.0,39.0,30.0,22.0,21.0,20.0,16.0,23.0
735,"[(2, 'Spade'), (7, 'Diamond')]",False,False,False,38.0,18.0,28.999999999999996,14.000000000000002,13.0,11.0,5.0,8.0
736,"[(8, 'Club'), (14, 'Club')]",False,True,False,62.0,46.0,37.0,23.0,26.0,25.0,24.0,22.0
737,"[(7, 'Heart'), (8, 'Club')]",False,False,True,47.0,35.0,26.0,24.0,28.000000000000004,12.0,20.0,12.0
738,"[(3, 'Heart'), (4, 'Club')]",False,False,True,37.0,22.0,19.0,25.0,15.0,9.0,8.0,12.0
739,"[(3, 'Spade'), (14, 'Diamond')]",False,False,False,57.99999999999999,41.0,26.0,25.0,17.0,17.0,9.0,18.0
740,"[(7, 'Club'), (12, 'Club')]",False,True,False,49.0,37.0,28.000000000000004,26.0,21.0,19.0,26.0,21.0
741,"[(2, 'Spade'), (11, 'Spade')]",False,True,False,51.0,36.0,31.0,28.999999999999996,19.0,13.0,13.0,13.0
742,"[(5, 'Heart'), (7, 'Diamond')]",False,False,False,51.0,27.0,19.0,15.0,13.0,12.0,9.0,15.0
743,"[(5, 'Club'), (8, 'Club')]",False,True,False,46.0,26.0,31.0,31.0,18.0,10.0,17.0,8.0
744,"[(4, 'Club'), (5, 'Heart')]",False,False,True,47.0,28.000000000000004,17.0,21.0,12.0,13.0,16.0,18.0
745,"[(12, 'Club'), (14, 'Heart')]",False,False,False,63.0,46.0,41.0,23.0,28.999999999999996,21.0,21.0,15.0
746,"[(6, 'Diamond'), (11, 'Club')]",False,False,False,54.0,28.999999999999996,26.0,17.0,12.0,13.0,8.0,19.0
747,"[(11, 'Club'), (12, 'Club')]",False,True,True,71.0,46.0,37.0,36.0,26.0,26.0,21.0,18.0
748,"[(2, 'Diamond'), (4, 'Club')]",False,False,False,36.0,22.0,25.0,17.0,12.0,8.0,11.0,8.0
749,"[(10, 'Heart'), (13, 'Heart')]",False,True,False,63.0,49.0,33.0,34.0,23.0,17.0,19.0,22.0
750,"[(3, 'Club'), (14, 'Club')]",False,True,False,65.0,38.0,32.0,27.0,27.0,15.0,9.0,21.0
751,"[(5, 'Heart'), (12, 'Club')]",False,False,False,49.0,38.0,27.0,20.0,15.0,10.0,16.0,9.0
752,"[(5, 'Heart'), (10, 'Heart')]",False,True,False,52.0,38.0,34.0,17.0,17.0,19.0,12.0,11.0
753,"[(5, 'Diamond'), (6, 'Club')]",False,False,True,49.0,30.0,15.0,21.0,12.0,11.0,12.0,15.0
754,"[(5, 'Club'), (6, 'Spade')]",False,False,True,55.00000000000001,26.0,22.0,14.000000000000002,16.0,15.0,12.0,11.0
755,"[(5, 'Spade'), (14, 'Heart')]",False,False,False,62.0,47.0,27.0,19.0,28.000000000000004,21.0,20.0,14.000000000000002
756,"[(6, 'Spade'), (13, 'Spade')]",False,True,False,56.00000000000001,35.0,33.0,36.0,24.0,16.0,13.0,17.0
757,"[(2, 'Club'), (8, 'Heart')]",False,False,False,42.0,24.0,17.0,10.0,11.0,12.0,6.0,10.0
758,"[(5, 'Club'), (10, 'Heart')]",False,False,False,49.0,30.0,15.0,16.0,16.0,12.0,9.0,7.000000000000001
759,"[(3, 'Spade'), (13, 'Heart')]",False,False,False,61.0,31.0,35.0,24.0,14.000000000000002,17.0,13.0,12.0
760,"[(6, 'Spade'), (7, 'Heart')]",False,False,True,51.0,33.0,33.0,13.0,16.0,12.0,14.000000000000002,11.0
761,"[(7, 'Diamond'), (11, 'Heart')]",False,False,False,45.0,36.0,24.0,19.0,20.0,12.0,12.0,19.0
762,"[(9, 'Diamond'), (13, 'Diamond')]",False,True,False,59.0,38.0,42.0,37.0,22.0,25.0,19.0,13.0
763,"[(6, 'Spade'), (9, 'Diamond')]",False,False,False,55.00000000000001,38.0,28.000000000000004,21.0,17.0,11.0,5.0,12.0
764,"[(13, 'Spade'), (14, 'Heart')]",False,False,True,63.0,42.0,43.0,37.0,23.0,27.0,17.0,14.000000000000002
765,"[(3, 'Diamond'), (11, 'Heart')]",False,False,False,54.0,37.0,26.0,20.0,22.0,8.0,13.0,6.0
766,"[(2, 'Diamond'), (7, 'Diamond')]",False,True,False,45.0,31.0,23.0,18.0,14.000000000000002,16.0,15.0,8.0
767,"[(10, 'Diamond'), (11, 'Diamond')]",False,True,True,56.00000000000001,37.0,43.0,32.0,27.0,22.0,31.0,17.0
768,"[(2, 'Club'), (4, 'Heart')]",False,False,False,41.0,26.0,22.0,10.0,10.0,4.0,5.0,8.0
769,"[(9, 'Club'), (12, 'Diamond')]",False,False,False,49.0,36.0,39.0,23.0,14.000000000000002,21.0,23.0,20.0
770,"[(5, 'Diamond'), (6, 'Spade')]",False,False,True,37.0,27.0,26.0,17.0,21.0,13.0,15.0,8.0
771,"[(2, 'Diamond'), (12, 'Spade')]",False,False,False,49.0,32.0,13.0,19.0,12.0,11.0,14.000000000000002,10.0
772,"[(2, 'Diamond'), (8, 'Club')]",False,False,False,38.0,26.0,14.000000000000002,7.000000000000001,20.0,6.0,7.000000000000001,6.0
773,"[(4, 'Heart'), (12, 'Club')]",False,False,False,53.0,25.0,23.0,16.0,17.0,16.0,17.0,13.0
774,"[(2, 'Heart'), (6, 'Heart')]",False,True,False,50.0,23.0,21.0,26.0,14.000000000000002,14.000000000000002,18.0,9.0
775,"[(7, 'Spade'), (10, 'Spade')]",False,True,False,54.0,41.0,24.0,27.0,18.0,18.0,25.0,16.0
776,"[(8, 'Spade'), (10, 'Spade')]",False,True,False,57.99999999999999,43.0,30.0,27.0,27.0,20.0,19.0,12.0
777,"[(10, 'Heart'), (13, 'Club')]",False,False,False,55.00000000000001,56.00000000000001,28.000000000000004,30.0,23.0,30.0,28.000000000000004,25.0
778,"[(5, 'Diamond'), (6, 'Diamond')]",False,True,True,54.0,37.0,30.0,28.000000000000004,16.0,17.0,25.0,20.0
779,"[(5, 'Heart'), (10, 'Diamond')]",False,False,False,46.0,28.999999999999996,18.0,16.0,16.0,15.0,15.0,4.0
780,"[(13, 'Diamond'), (13, 'Club')]",True,False,False,77.0,70.0,59.0,46.0,45.0,41.0,35.0,31.0
781,"[(9, 'Diamond'), (10, 'Heart')]",False,False,True,46.0,34.0,22.0,23.0,19.0,18.0,16.0,17.0
782,"[(2, 'Club'), (10, 'Spade')]",False,False,False,37.0,26.0,22.0,15.0,10.0,15.0,5.0,10.0
783,"[(9, 'Heart'), (14, 'Diamond')]",False,False,False,68.0,51.0,36.0,22.0,19.0,16.0,17.0,11.0
784,"[(4, 'Spade'), (13, 'Spade')]",False,True,False,50.0,37.0,31.0,26.0,22.0,17.0,13.0,22.0
785,"[(2, 'Heart'), (14, 'Club')]",False,False,True,54.0,40.0,26.0,24.0,14.000000000000002,15.0,17.0,17.0
786,"[(10, 'Heart'), (14, 'Heart')]",False,True,False,60.0,50.0,37.0,43.0,31.0,23.0,23.0,22.0
787,"[(3, 'Spade'), (8, 'Diamond')]",False,False,False,41.0,18.0,20.0,17.0,14.000000000000002,11.0,10.0,4.0
788,"[(6, 'Heart'), (9, 'Spade')]",False,False,False,45.0,26.0,21.0,17.0,20.0,18.0,14.000000000000002,9.0
789,"[(3, 'Diamond'), (14, 'Diamond')]",False,True,False,65.0,45.0,34.0,26.0,26.0,25.0,26.0,22.0
790,"[(2, 'Diamond'), (6, 'Spade')]",False,False,False,43.0,26.0,13.0,16.0,9.0,7.000000000000001,6.0,11.0
791,"[(5, 'Club'), (11, 'Heart')]",False,False,False,54.0,32.0,18.0,21.0,19.0,11.0,15.0,9.0
792,"[(3, 'Spade'), (8, 'Club')]",False,False,False,34.0,25.0,15.0,19.0,10.0,10.0,6.0,4.0
793,"[(4, 'Spade'), (7, 'Spade')]",False,True,False,52.0,31.0,32.0,19.0,19.0,15.0,13.0,9.0
794,"[(11, 'Spade'), (14, 'Spade')]",False,True,False,70.0,51.0,37.0,30.0,19.0,21.0,23.0,20.0
795,"[(3, 'Diamond'), (8, 'Heart')]",False,False,False,37.0,23.0,19.0,16.0,11.0,7.000000000000001,7.000000000000001,9.0
796,"[(10, 'Heart'), (10, 'Club')]",True,False,False,75.0,55.00000000000001,57.99999999999999,28.999999999999996,28.000000000000004,22.0,21.0,15.0
797,"[(11, 'Diamond'), (12, 'Diamond')]",False,True,True,56.99999999999999,48.0,37.0,28.999999999999996,25.0,25.0,18.0,18.0
798,"[(4, 'Club'), (10, 'Heart')]",False,False,False,46.0,25.0,27.0,12.0,11.0,11.0,6.0,7.000000000000001
799,"[(6, 'Club'), (13, 'Diamond')]",False,False,False,61.0,44.0,27.0,21.0,19.0,13.0,18.0,10.0
800,"[(3, 'Heart'), (3, 'Diamond')]",True,False,False,48.0,42.0,24.0,18.0,17.0,24.0,12.0,18.0
801,"[(5, 'Club'), (12, 'Heart')]",False,False,False,51.0,39.0,18.0,15.0,14.000000000000002,21.0,14.000000000000002,8.0
802,"[(4, 'Club'), (8, 'Spade')]",False,False,False,40.0,27.0,17.0,11.0,13.0,11.0,10.0,7.000000000000001
803,"[(12, 'Spade'), (14, 'Diamond')]",False,False,False,74.0,47.0,37.0,37.0,24.0,14.000000000000002,26.0,24.0
804,"[(9, 'Club'), (12, 'Heart')]",False,False,False,48.0,45.0,28.999999999999996,24.0,24.0,15.0,22.0,12.0
805,"[(4, 'Spade'), (7, 'Club')]",False,False,False,45.0,24.0,16.0,17.0,11.0,10.0,10.0,11.0
806,"[(5, 'Diamond'), (10, 'Spade')]",False,False,False,38.0,28.999999999999996,20.0,16.0,12.0,13.0,8.0,12.0
807,"[(2, 'Diamond'), (3, 'Diamond')]",False,True,True,42.0,26.0,24.0,14.000000000000002,7.000000000000001,15.0,11.0,13.0
808,"[(7, 'Diamond'), (10, 'Heart')]",False,False,False,48.0,24.0,26.0,22.0,15.0,15.0,12.0,14.000000000000002
809,"[(10, 'Diamond'), (14, 'Diamond')]",False,True,False,63.0,47.0,33.0,34.0,35.0,28.999999999999996,24.0,19.0
810,"[(8, 'Heart'), (14, 'Club')]",False,False,False,60.0,39.0,25.0,28.000000000000004,20.0,24.0,15.0,15.0
811,"[(2, 'Heart'), (2, 'Diamond')]",True,False,False,53.0,31.0,28.999999999999996,20.0,16.0,15.0,12.0,6.0
812,"[(5, 'Heart'), (9, 'Club')]",False,False,False,45.0,26.0,19.0,23.0,12.0,9.0,9.0,14.000000000000002
813,"[(3, 'Club'), (8, 'Diamond')]",False,False,False,49.0,19.0,15.0,13.0,17.0,9.0,8.0,11.0
814,"[(11, 'Diamond'), (13, 'Diamond')]",False,True,False,62.0,50.0,37.0,31.0,21.0,16.0,26.0,20.0
815,"[(4, 'Heart'), (13, 'Club')]",False,False,False,53.0,30.0,31.0,20.0,14.000000000000002,8.0,12.0,11.0
816,"[(2, 'Spade'), (7, 'Club')]",False,False,False,41.0,30.0,21.0,9.0,9.0,13.0,8.0,8.0
817,"[(3, 'Club'), (13, 'Diamond')]",False,False,False,57.99999999999999,40.0,26.0,18.0,16.0,15.0,11.0,13.0
818,"[(4, 'Club'), (13, 'Spade')]",False,False,False,57.99999999999999,32.0,23.0,24.0,15.0,10.0,15.0,12.0
819,"[(3, 'Spade'), (8, 'Heart')]",False,False,False,48.0,25.0,11.0,15.0,12.0,13.0,13.0,6.0
820,"[(5, 'Heart'), (5, 'Diamond')]",True,False,False,56.99999999999999,34.0,33.0,32.0,16.0,15.0,20.0,7.000000000000001
821,"[(14, 'Spade'), (14, 'Club')]",True,False,False,87.0,69.0,63.0,52.0,43.0,49.0,32.0,35.0
822,"[(7, 'Spade'), (13, 'Club')]",False,False,False,55.00000000000001,50.0,26.0,17.0,11.0,28.000000000000004,13.0,20.0
823,"[(9, 'Diamond'), (13, 'Spade')]",False,False,False,60.0,46.0,31.0,25.0,15.0,21.0,15.0,17.0
824,"[(4, 'Spade'), (12, 'Club')]",False,False,False,60.0,28.000000000000004,18.0,21.0,14.000000000000002,12.0,17.0,14.000000000000002
825,"[(3, 'Spade'), (5, 'Spade')]",False,True,False,47.0,35.0,21.0,16.0,28.000000000000004,17.0,12.0,19.0
826,"[(9, 'Heart'), (9, 'Diamond')]",True,False,False,65.0,49.0,51.0,34.0,34.0,20.0,15.0,19.0
827,"[(4, 'Diamond'), (12, 'Club')]",False,False,False,52.0,30.0,22.0,24.0,17.0,18.0,15.0,10.0
828,"[(4, 'Club'), (7, 'Diamond')]",False,False,False,39.0,30.0,22.0,17.0,13.0,13.0,14.000000000000002,12.0
829,"[(6, 'Spade'), (7, 'Club')]",False,False,True,46.0,26.0,19.0,22.0,15.0,17.0,10.0,14.000000000000002
830,"[(5, 'Club'), (10, 'Spade')]",False,False,False,46.0,32.0,28.000000000000004,9.0,12.0,13.0,15.0,15.0
831,"[(3, 'Club'), (13, 'Club')]",False,True,False,56.00000000000001,42.0,37.0,30.0,19.0,21.0,19.0,11.0
832,"[(2, 'Club'), (11, 'Club')]",False,True,False,46.0,28.999999999999996,21.0,14.000000000000002,20.0,13.0,12.0,10.0
833,"[(4, 'Spade'), (10, 'Heart')]",False,False,False,42.0,28.000000000000004,20.0,16.0,15.0,10.0,17.0,10.0
